Ubicación Origen,Ubicación Destino,Almacén,T. OP,Categoria,Codigo P.,Uni.,Producto,Fecha Alb.,Fecha,Periodo,Doc. Almacén,T. Doc.,Serie,Nro. Documento,Proveedor,Ingreso,Salida,Saldo F,C.A.,Debe,Haber,Saldo V.,CP,Cuenta factura,Cuenta producto,Cta. Analitica,LotePT,LoteMP,Pedido de Compra,Licitacion,Fecha Ingreso Lote,Plata
Ubicaciones virtuales / Produccion,Physical Locations / AMCAQ / Existencias,/ AMCAQ / Existencias,08,Mineral con Contenido Aurifero y Argentifero sin Procesar,M0001,t,MINERAL AURIFERO Y ARGENTIFERO SIN PROCESAR,2018-01-31,2018-01-31,,PAMC000004,,,PAMC000004,,1.957000,0,1.957000,1746.4046941185487992,3417.71398639,0,3417.71398639,1746.4046941185487992,"",241101 - Mineral Aurifero sin Procesar,,"",10140,,,,
Physical Locations / AMCAQ / Existencias,Ubicaciones virtuales / Produccion,/ AMCAQ / Existencias,07,Mineral con Contenido Aurifero y Argentifero sin Procesar,M0001,t,MINERAL AURIFERO Y ARGENTIFERO SIN PROCESAR,2018-01-31,2018-01-31,,CMAR-000010,,,CMAR-000010,,0,1.957000,0.000000,1746.4046941185487992,0,3417.7139863900000000344000,-0.0000000000000000344000,0,"",241101 - Mineral Aurifero sin Procesar,,"",10140,,,,
Partner Locations / Suppliers,Physical Locations / AQP M / Existencias,/ AQP M / Existencias,03,Mineral con Contenido Aurifero y Argentifero sin Procesar,M0001,t,MINERAL AURIFERO Y ARGENTIFERO SIN PROCESAR,2018-01-03,2018-01-03,01/2018,AQP M\IN\00003,01,0001,0000004,COMUNIDAD CAMPESINA DE UNTUCA,14.939000,0,14.939000,2722.1005422049668653,40665.46,0,40665.46,2722.1005422049668653,602101 - Mineral Aurifero sin Procesar,241101 - Mineral Aurifero sin Procesar,,"",10141,18PO00004,,,
Physical Locations / AQP M / Existencias,Ubicaciones virtuales / Produccion,/ AQP M / Existencias,07,Mineral con Contenido Aurifero y Argentifero sin Procesar,M0001,t,MINERAL AURIFERO Y ARGENTIFERO SIN PROCESAR,2018-01-31,2018-01-31,,MAMC-000004,,,MAMC-000004,,0,14.939000,0.000000,2722.1005422049668653,0,40665.4600000000000007167000,-0.0000000000000007167000,0,"",241101 - Mineral Aurifero sin Procesar,,"",10141,,,,
Ubicaciones virtuales / Produccion,Physical Locations / AMCAQ / Existencias,/ AMCAQ / Existencias,08,Mineral con Contenido Aurifero y Argentifero sin Procesar,M0001,t,MINERAL AURIFERO Y ARGENTIFERO SIN PROCESAR,2018-01-31,2018-01-31,,PAMC000004,,,PAMC000004,,14.939000,0,14.939000,2809.3790229995314278,41969.31322459,0,41969.31322459,2809.3790229995314278,"",241101 - Mineral Aurifero sin Procesar,,"",10141,,,,
Physical Locations / AMCAQ / Existencias,Ubicaciones virtuales / Produccion,/ AMCAQ / Existencias,07,Mineral con Contenido Aurifero y Argentifero sin Procesar,M0001,t,MINERAL AURIFERO Y ARGENTIFERO SIN PROCESAR,2018-01-31,2018-01-31,,CMAR-000010,,,CMAR-000010,,0,14.939000,0.000000,2809.3790229995314278,0,41969.3132245899999999042000,0.0000000000000000958000,0,"",241101 - Mineral Aurifero sin Procesar,,"",10141,,,,
Ubicaciones virtuales / Produccion,Physical Locations / PT BL / Existencias,/ PT BL / Existencias,08,Bullon Oro,45-B1,g,BULLON,2018-01-31,2018-01-31,,ING PT -00004,,,ING PT -00004,,6253.174000,0,6253.174000,7920.6842044002933550,49529416.5291666,0,49529416.5291666,7920.6842044002933550,"",211100 - Bullon Oro,,LT-000002,,,,,
Ubicaciones virtuales / Produccion,Physical Locations / PT BL / Existencias,/ PT BL / Existencias,08,Bullon Oro,45-B1,g,BULLON,2018-01-31,2018-01-31,,ING PT -00004,,,ING PT -00004,,6261.672000,0,12514.846000,7931.4483338511023893,49664127.9515221,0,99193544.4806887,7926.0699237280826308,"",211100 - Bullon Oro,,LT-000001,,,,,
Ubicaciones virtuales / Produccion,Ubicaciones físicas / ARUM / Existencias, / ARUM / Existencias,08,All products,,t,RUMA,2018-01-31,2018-01-31,,INGRM-000009,,,INGRM-000009,,1.000000,0,1.000000,6966.6527890200000000,6966.65278902,0,6966.65278902,6966.6527890200000000,"",,,"",,,,,
Ubicaciones virtuales / Produccion,Ubicaciones físicas / ARUM / Existencias, / ARUM / Existencias,08,All products,,t,RUMA,2018-01-31,2018-01-31,,INGRM-000010,,,INGRM-000010,,1.000000,0,2.000000,45387.027210980000,45387.02721098,0,52353.68000000,26176.840000000000,"",,,"",,,,,
Ubicaciones físicas / ARUM / Existencias,Ubicaciones virtuales / Produccion, / ARUM / Existencias,07,All products,,t,RUMA,2018-01-31,2018-01-31,,CROP-000004,,,CROP-000004,,0,26.720000,-24.720000,26176.840000000000,0,699445.164800000000000000,-647091.484800000000000000,0,"",,,"",,,,,
Ubicaciones físicas / ARUM / Existencias,Ubicaciones virtuales / Produccion, / ARUM / Existencias,07,All products,,t,RUMA,2018-01-31,2018-01-31,,CROP-000004,,,CROP-000004,,0,16.900000,-41.620000,0,0,0.000000,-647091.484800000000000000,0,"",,,"",,,,,
Ubicaciones virtuales / Produccion,Ubicaciones físicas / P P / Existencias, / P P / Existencias,08,Oro en Agitadores,5966,g,Oro en Agitadores,2018-01-31,2018-01-31,,ING PP-00004,,,ING PP-00004,,1.000000,0,1.000000,2673.8057004469000000,2673.8057004469,0,2673.8057004469,2673.8057004469000000,"",231101 - Fino en Agitadores,,"",,,,,
Ubicaciones virtuales / Produccion,Ubicaciones físicas / P P / Existencias, / P P / Existencias,08,Oro en Agitadores,5967,g,Oro en Carbones,2018-01-31,2018-01-31,,ING PP-00004,,,ING PP-00004,,1.000000,0,1.000000,35712.741761288000,35712.741761288,0,35712.741761288,35712.741761288000,"",,,"",,,,,
